AcresBurned,ArchiveYear,Counties,Extinguished,Injuries,Latitude,Longitude,MajorIncident,Name,PersonnelInvolved,SearchDescription,Started
70,2018,Santa Clara,2019-01-04T09:57:00Z,,37.66074,-121.67144,FALSE,Tesla Fire,,"The Tesla Fire started June 29 2018 near Tesla Road and Reuss Road, east of Livermore (Santa Clara County).",2018-06-29T20:59:00Z
70,2018,Tehama,2019-01-04T10:07:00Z,,40.394073,-122.135924,FALSE,Spring Fire,,"The Spring Fire started June 13, 2018 off Spring Branch Road and Jellys Ferry Road, northeast of Red Bluff (Tehama County) and burned 70 acres. It was contained on June 14, 2018. ",2018-06-13T21:06:00Z
70,2018,Riverside,2019-01-04T10:26:00Z,,33.504964,-117.148204,FALSE,Tornado Fire,,"The Tornado Fire started May 4 2018, near Via Santa Rosa near Via Tornado, southwest of Temecula (Riverside County)",2018-05-04T14:48:00Z
68,2018,Merced,2019-01-04T10:00:00Z,,37.08529,-121.09354,FALSE,Romero Fire,,"The Romero Fire started on June 24, 2018 off Hwy 152 & Lower Cottonwood, west of Los Banos (Merced County).",2018-06-24T16:11:00Z
67,2018,El Dorado,2019-01-04T09:28:00Z,,38.645,-120.874167,TRUE,Bumper Fire,,"The Bumper Fire started on August 1, 2018 off Bumper Rd & China Hill Rd, east of Frenchtown (El Dorado County). The fire was contained on August 4, 2018 and burned 67 acres.",2018-08-01T13:57:00Z
67,2018,Mendocino,2019-01-04T09:37:00Z,,39.279833,-123.258319,FALSE,Heart Fire,,"The Heart Fire started on July 21, 2018 off Hwy 101 at mile marker 38, west of Redwood Valley. The fire was contained on July 24, 2018 and burned 67 acres.",2018-07-21T16:22:00Z
66,2018,El Dorado,2019-01-04T09:27:00Z,,38.82128,-121.03918,TRUE,Omega Fire,,"The Omega Fire started August 1, 2018 off Omega Lane and Alpha Circle, west of Pilot Hill (El Dorado County). The fire was contained on August 4, 2018 and burned 66 acres.",2018-08-01T14:40:00Z
64,2018,San Benito,2019-01-04T10:13:00Z,,36.64832,-121.03253,FALSE,Panoche Fire,,"The Panoche Fire started on Jun 4, 2018 off Panoche Road, north of San Benito. This fire burned 64 acres and was 100% contained on June 6, 2018.",2018-06-04T23:17:00Z
63,2018,Santa Clara,2019-01-04T08:57:00Z,,37.1769444,-121.6869444,FALSE,Park Fire,,"Park Fire started on October 7, 2018 off of Monterey Road and Coyote Creek Golf Drive, north of Morgan Hill, (Santa Clara County)",2018-10-07T12:57:00Z
63,2018,Shasta,2019-01-04T09:38:00Z,,40.741186,-122.649626,TRUE,Highland Fire,98,"The Highland Fire started on July 20, 2018 off Highland Ridge Rd & Trinity Mt Rd, French Gulch (Shasta County).",2018-07-20T13:26:00Z
63,2018,Riverside,2019-01-04T09:56:00Z,,33.56349,-116.732032,FALSE,Benton Fire,,"The Benton Fire started July 4, 2018 off Benton Road and Crams Corner Drive in Anza (Riverside County) and burned 63 acres. It was contained on July 5, 2018.",2018-07-04T14:20:00Z
63,2018,Siskiyou,2019-01-04T09:59:00Z,,41.83359,-122.99272,FALSE,Cherry Fire,,"The Cherry Fire started on June 27 2018 near Cherry Maple Road Klamath River, NW of Yreka, Klamath National Forest (Siskiyoy County) and burned 63 acres. It was contained on July 5, 2018. ",2018-06-27T19:46:00Z
63,2018,Stanislaus,2019-01-04T10:21:00Z,,37.32744,-121.10903,FALSE,Stuhr Fire,,"The Stuhr Fire started May 29 2018 near Interstate 5 and Stuhr Rd, South of Patterson (Stanislaus County)",2018-05-29T12:58:00Z
62,2018,Kern,2019-01-04T09:54:00Z,,34.86022,-118.87881,FALSE,Lebec Fire,,"The Lebec Fire started July 8, 2018 off Lebec Road and Lebec Oaks Road, North of Lebec (Kern County) and burned 62 acres. It was contained on July 9, 2018.",2018-07-08T13:38:00Z
62,2018,Los Angeles,2019-01-04T10:01:00Z,,34.53765,-118.75495,FALSE,Canyon Fire,,"The Canyon Fire started on June 23, 2018 north of Lake Piru (Los Angeles County).",2018-06-23T19:39:00Z
62,2018,San Joaquin,2019-01-04T10:08:00Z,,38.24033,-121.09199,FALSE,Liberty Fire,,"The Liberty Fire started June 11, 2018 off East Liberty Road (San Joaquin County) and burned 62 acres. It was contained on June 11, 2018. ",2018-06-11T12:16:00Z
60,2018,Tehama,2019-01-04T08:50:00Z,,40.346652,-122.308479,FALSE,Adams Fire,,"The Adams fire started November 5, 2018 off Adams Road at Bar Road, southwest of Cottonwood (Tehama County) and burned 60 acres. It was contained November 6, 2018.  ",2018-11-05T10:17:00Z
60,2018,Lake,2019-01-04T09:12:00Z,,38.8275,-122.3625,FALSE,Grade Fire,,"The Grade Fire started August 30, 2018 off Knoxville Road and Knoxville Devilhead Road, Knoxville (Lake County). It was contained on August 31, 2018.",2018-08-30T15:44:00Z
60,2018,Madera,2019-01-04T10:06:00Z,,37.14663,-119.91223,FALSE,Raymond Fire,,"The Raymond Fire started June 15, 2018 off Road 407 and Road 600, Community of Raymond (Madera County) and burned 60 acres. It was contained on June 15, 2018.  ",2018-06-15T11:46:00Z
60,2018,San Luis Obispo,2019-01-04T10:06:00Z,,35.58354,-120.624135,FALSE,Creston FIre,,"The Creston Fire started on June 14, 2018 off Creston Road, east of Paso Robles (San Luis Obispo County). The fire burned 60 acres and was contained on June 15, 2018.",2018-06-14T17:23:00Z
60,2018,San Luis Obispo,2019-01-04T10:07:00Z,,35.663607,-120.670311,FALSE,Vista Fire,,"The Vista Fire started June 13, 2018 off Buena Vista Road, north of Paso Robles (San Luis Obispo County) and burned 60 acres. It was contained on June 13, 2018.  ",2018-06-13T12:38:00Z
60,2018,Santa Barbara,2019-01-04T10:25:00Z,,34.74245,-120.18236,FALSE,Happy Fire,,"The Happy fire started on May 17, 2018 off Alisos Canyon Rd, Santa Ynez, north of Santa Barbara (Santa Barbara County) and burned 60 acres. The fire was contained on May 18, 2018.",2018-05-17T12:53:00Z
59,2018,San Diego,2019-01-04T10:23:00Z,,33.35505,-117.03134,FALSE,Agua Fire,,"The Agua Fire started on May 22, 2018 at Hwy 76 and Agua Tibia Ranch Rd, 7.5 miles east of I-15 in San Diego County. The fire burned 59 acres and is 100% contained. The fire was contained on May 24, 2018.",2018-05-22T14:13:00Z
58,2018,San Luis Obispo,2019-01-04T08:52:00Z,,35.17693,-120.48861,FALSE,Camino Fire,,"The Camino Fire started October 19, 2018 Off Lopez Drive east of Arroyo Grande (San Luis Obispo County) and burned 58 acres. It was contained October 21, 2018.",2018-10-19T14:10:00Z
56,2018,Lassen,2019-01-04T09:44:00Z,,40.95234,-121.21597,FALSE,3-10 Fire,,"The 3_10 or 3-10 fire started on July 15, 2018 at Hwy 299 E and Little Valley Rd, Dixie Valley Peak, 16 miles east of Fall River Mills (Lassen County). The 3-10 fire was contained on July 17, 2018, and burned 5 acres. ",2018-07-15T11:55:00Z
56,2018,Contra Costa,2019-01-04T09:53:00Z,,37.79718,-121.85311,FALSE,Bruce Fire,,"The Bruce fire started July 8, 2018 off Bruce Lane and Joseph Lane, east of San Ramon (Contra Costa County) and burned 56 acres. It was contained on July 9, 2018.",2018-07-08T16:45:00Z
56,2018,Madera,2019-01-04T10:23:00Z,,37.0979,-119.75307,TRUE,Experimental Fire,,"The Experimental Fire started on May 23, 2018 off Highway 41 & Road 406, south of O'Neals. The fire burned 56 acres and is 100% contained. The fire was contained on May 25, 2018.",2018-05-23T14:30:00Z
53,2018,San Bernardino,2019-01-04T09:00:00Z,,34.24138,-117.42431,TRUE,Keenbrook Fire,,"The Keenbrook Fire started on September 26, 2018 at Cajon Blvd and Kenwood Ave, Devore in San Bernardino County and burned 53 acres. It was contained on October 11, 2018. ",2018-09-26T10:56:00Z
53,2018,Lassen,2019-01-04T09:03:00Z,,40.33642,-120.93005,FALSE,Copper Fire,,"The Copper Fire started September 22 2018 near McKenzie Meadows and Hwy 36, 15 miles west of Susanville (Lassen County). This fire was contained on September 28, 2018 and burned 53 acres.",2018-09-22T14:41:00Z
53,2018,Mariposa,2019-01-04T10:05:00Z,,37.47677,-119.84299,TRUE,Boyer Fire,,"The Boyer Fire started on June 15, 2018 off Boyer Road and Fox Hollow Lane, Community of Bootjack (Mariposa County). It was contained on June 19, 2018.",2018-06-15T13:37:00Z
52,2018,Modoc,2019-01-04T09:46:00Z,,41.50105,-120.61108,FALSE,Kelley Fire,,"The Kelley Fire started on July 14, 2018 off Hwy 299 E & County Rd 74, west of Devils Garden Conservation Camp (Modoc County).",2018-07-14T20:46:00Z
51,2018,San Luis Obispo,2019-01-04T09:04:00Z,,35.30151,-120.64398,FALSE,Reservoir Fire,,"The Reservoir Fire started September 16, 2018 off Reservoir Canyon Road and Highway 101, east of San Luis Obispo (San Luis Obispo County). The fire was contained on September 16, 2018 and burned 51 acres.",2018-09-16T08:34:00Z
51,2018,Shasta,2019-01-04T09:36:00Z,,40.824,-121.90215,TRUE,Crestline Fire,192,"The Crest Line Fire started on July 24 2018, near Crest Line Dr and Hunt Rd, Montgomery Creek, west of Burney (Shasta County)",2018-07-24T15:24:00Z
51,2018,Santa Clara,2019-01-04T09:51:00Z,,37.163594,-121.702547,FALSE,Hale Fire,,"The Hale Fire started on July 10, 2018 at Hale Ave and Monterey St. in Morgan Hill in Santa Clara County. The fire was contained on July 11 and burned 51 acres.",2018-07-10T16:45:00Z
50,2018,Lake,2019-01-04T09:38:00Z,,38.91152,-122.86854,TRUE,Carder Fire,,"The Carder Fire started on July 21, 2018 off Adobe Creek Rd & Paterson Ln, Kelseyville (Lake County). The fire burned 50 acres and was contained on July 23, 2018.",2018-07-21T14:40:00Z
50,2018,Tehama,2019-01-04T09:43:00Z,,40.27754,-122.11375,FALSE,Tuscan Fire,,"The Tuscan Fire started on July 15, 2018 at Hwy 36 E and Tuscan Lookout Road, 7 miles NE of Red Bluff near Hog Lake in Tehama County. The fire was contained on July 16, 2018, and burned 50 acres. ",2018-07-15T17:15:00Z
50,2018,Monterey,2019-01-03T09:43:00Z,,35.96689,-121.28185,FALSE,Haycamp Fire,,"The Haycamp Fire started on February 7, 2018 off Nacimento Fergusson Road and Hayfork Road, west of the community of Lockwood (Monterey County) and burned 50 acres. ",2018-02-07T15:53:00Z
48,2018,Alameda,2019-01-04T09:14:00Z,,37.69926,-122.02805,FALSE,Castro Fire,,"The Castro Fire started on August 26, 2018 at I 580 x Paloverde Rd., Castro Valley in Alameda County. The fire burned 48 acres and was contained on August 26, 2018.",2018-08-26T14:23:00Z
45,2018,Contra Costa,2019-01-04T09:57:00Z,,37.86339,-122.12351,FALSE,Buckingham Fire,,"The Buckingham Fire started on July 2, 2018 off Buckingham Dr and Moraga Rd, southwest of Walnut Creek (Contra Costa County) and burned 45 acres. It was contained on July 3, 2018. ",2018-07-02T14:25:00Z
45,2018,Marin,2019-01-04T09:22:00Z,,38.07135,-122.76751,FALSE,Bridge Fire,,"The Bridge Fire started on August 8, 2018 at Platform Bridge Road and Point Reyes Station, northeast of Olema (Marin County) and burned 45 acres. It was contained August 9, 2018. ",1969-12-31T16:00:00Z
43,2018,Butte,2019-01-04T09:40:00Z,2,39.57202,-121.43131,TRUE,Simmons Fire,168,"The Simmons Fire started on July 19, 2018 off Highway 162 & Simmons Rd, near Lake Oroville (Butte County). The fire burned 43 acres, and was contained on July 21, 2018.",2018-07-19T12:00:00Z
40,2018,Riverside,2019-01-04T09:36:00Z,,33.56921,-116.154398,FALSE,Martinez Fire,,"The Martinez Fire started on July 23, 2018 off Martinez Road & Avenue 66, Thermal (Riverside County). The fire was contained on July 28, 2018 to 40 acres.",2018-07-23T14:55:00Z
40,2018,Mariposa,2019-01-04T09:39:00Z,,37.28365,-119.97546,FALSE,Ben Fire,,"The Ben Fire started on July 19, 2018 off Ben Hur Rd & Preston Rd, south of Ben Hur (Mariposa County). The fire burned 40 acres, and was contained on July 21, 2018. ",2018-07-19T13:07:00Z
40,2018,Contra Costa,2019-01-04T10:04:00Z,,37.779209,-121.908976,FALSE,Iron Fire,,"The Iron Fire started June 19, 2018 off Montbretia Way and Ironwood, East of San Ramon (Contra Costa County) and burned 40 acres. It was contained on June 19, 2018.  ",2018-06-19T15:19:00Z
40,2018,Butte,2019-01-04T10:05:00Z,,39.549167,-121.521111,FALSE,Oregon Fire,,"The Oregon Fire started on June 16, 2018 off Oregon Gulch Road, near View Lane, North of Oroville (Butte County). It was contained on June 19, 2018.",2018-06-16T11:47:00Z
39,2018,San Benito,2019-01-04T09:35:00Z,,36.796,-121.40604,FALSE,Hidden Fire,,"The Hidden Fire started on July 25, 2018 off Hidden Valley Rd & Cienega Rd, south of Hollister (San Benito County)",2018-07-25T14:11:00Z
38,2018,Shasta,2019-01-04T08:53:00Z,,40.60866,-122.38366,FALSE,Masonic Fire,,"The Masonic Fire started on October 14, 2018 off Lake Blvd & Masonic Ave, Redding (Shasta County) and burned 38 acres. It was contained on October 14, 2018.",2018-10-14T11:33:00Z
38,2018,San Diego,2019-01-04T10:16:00Z,,32.78031,-117.06782,FALSE,Adobe Fire,,"The Adobe Fire started June 3 2018 near I-8 and College Ave, San Diego City (San Diego County).  This fire was contained on June 6, 2018 and burned 38 acres.",2018-06-03T16:16:00Z
37,2018,San Luis Obispo,2019-01-04T09:38:00Z,,35.64917,-120.71907,FALSE,Mustang Fire,,"The Mustang Fire started on July 21, 2018 off Paso Robles Rd & Adelaida Rd, west of Paso Robles (San Luis Obispo County). It burned 37 acres and was contained on July 22, 2018.",2018-07-21T15:01:00Z
37,2018,Siskiyou,2019-01-04T10:17:00Z,,41.58233,-122.33769,FALSE,Martin Fire,,"The Martin Fire started June 3 2018 near Martin Dr. and Stanton Drive, NE of Lake Shastina (Siskiyou County). This fire burned 37 acres and was contained on June 4, 2018.",2018-06-03T16:14:00Z
36,2018,Lake,2019-01-04T09:11:00Z,,38.981389,-122.97222,FALSE,Ridge Fire,,"The Ridge Fire started on September 2, 2018 off Highland Springs Rd & Old Toll Rd, Kelseyville (Lake County). It was contained on September 4, 2018 and burned 36 acres.",2018-09-02T14:02:00Z
36,2018,Riverside,2019-01-04T09:13:00Z,,33.640051,-117.085354,FALSE,Winchester Fire,,"The Winchester Fire started on August 27, 2018 off Hidden Falls Road, Winchester in Riverside County. This fire was contained on August 27, 2018 and burned 36 acres.",2018-08-27T10:49:00Z
35,2018,Mendocino,2019-01-04T08:49:00Z,,39.62194,-123.28774,FALSE,Brushy Fire,,"The Brushy Fire started on November 8, 2018 near Dos Rios, off Highway 162, East of Highway 101 and West of Covelo in Mendocino County.  The fires was 100% contained at 35 acres on November 13, 2018.",2018-11-08T11:58:00Z
35,2018,Riverside,2019-01-04T09:23:00Z,,33.759722,-117.460278,FALSE,Terra Fire,,"The Terra Fire started August 6, 2018 off Terramor Road and Temescal Canyon Road, community of Temescal Valley (Riverside County) and burned 35 acres. It was contained on August 6, 2018.",2018-08-06T14:19:00Z
35,2018,Shasta,2019-01-04T09:29:00Z,,40.95673,-121.6002,FALSE,Corner Fire,,"The Corner Fire started on July 29, 2018 off Hwy 299 E & Hwy 89, east of Burney in Shasta County. The fire was contained on August 4, 2018 and burned 35 acres.",2018-07-29T16:22:00Z
35,2018,San Benito,2019-01-04T10:17:00Z,,36.83036,-121.36446,FALSE,Fairview Fire,,"The Fairview Fire started June 3 2018 near Fairview Rd and John Smith Rd, City of Hollister (San Benito County).is 100% Contained at 35 acres on June 3 2018",2018-06-03T15:09:00Z
34,2018,Kern,2019-01-04T09:16:00Z,,35.17156,-118.51651,FALSE,Marcel Fire,,"The Marcel Fire started August 17, 2018 off Marcel Drive and Woodford-Tehachapi Road, west of Tehachapi (Kern County) and burned 34 acres. It was contained August 18, 2018.",2018-08-17T18:47:00Z
34,2018,Alameda,2019-01-04T09:34:00Z,,37.71173,-121.55604,FALSE,Patterson Fire,,"The Patterson Fire started on July 25, 2018 at Patterson Pass Road and Midway Rd, Altamont (Alameda County). The fire was contained on July 26, 2018 and burned 34 acres.",2018-07-25T16:05:00Z
34,2018,Tulare,2019-01-04T09:39:00Z,,36.42638,-118.70443,FALSE,Horse Creek Fire,,"The Horse Creek Fire started on July 19, 2018 off Mineral King Rd, Ash Mountain area (Tulare County) and burned 34 acres. It was contained on August 9, 2018. ",2018-07-19T16:25:00Z
33,2018,Butte,2019-01-04T09:01:00Z,,39.84151,-121.62168,TRUE,Nimshew Fire,83,"The Nimshew Fire started on September 24, 2018 off Nimshew Rd & Centerville Rd, Magalia (Butte County) and burned 33 acres before being contained on September 26, 2018. ",2018-09-24T00:41:00Z
33,2018,Tehama,2019-01-04T09:46:00Z,,40.00293,-122.44008,FALSE,Lariat Fire,,"The Lariat Fire started on July 14, 2018 off Oakridge Rd & Horseshoe Dr, Rancho Tehama, southwest of Red Bluff in Tehama County. It was contained on July 16, 2018.",2018-07-14T20:40:00Z
33,2018,San Bernardino,2019-01-04T09:57:00Z,,34.17711,-117.15381,FALSE,Creek Fire,,"The Creek Fire Started on June 30 2018 near Hwy 330 and Old City Creek Rd, Community of Running Springs (San Bernardino County).  The fire was contained on July 10, 2018 and burned 33 acres.",2018-06-30T12:12:00Z
33,2018,Tulare,2019-01-03T09:44:00Z,,0,0,FALSE,Wilcox Fire,,"The Wilcox fire started on February 18, 2018 off Road 136 and Avenue 440, near the Community of Orosi in Tulare County and burned 33 acres.",2018-02-18T13:45:00Z
32,2018,Fresno,2019-01-04T09:47:00Z,,36.938674,-119.3127769,FALSE,Eagle Fire,,"The Eagle Fire started on October 2, 2018 off Bobs Flat Trail, 3 miles north of Trimmer in the Sierra National Forest. ",2018-10-02T15:45:00Z
32,2018,Riverside,2019-01-04T09:15:00Z,,33.97902,-117.20534,FALSE,Country Fire,,"The Country Fire started on August 25, 2018 off off High Country Drive in Moreno Valley (Riverside County). It burned 32 acres and was contained on August 25, 2018.",2018-08-25T11:58:00Z
32,2018,Lassen,2019-01-04T09:42:00Z,,41.08583,-121.05722,FALSE,3-18 Fire,,"The 3-18 fire started on July 15, 2018 at Punkin Center Road and Juniper Road, 6 miles southwest of the Community of Bieber in Lassen County. The fire was contained on July 17,2018, and burned 32 acres.",2018-07-15T16:45:00Z
32,2018,Lake,2019-01-04T10:05:00Z,,38.886518,-122.476381,FALSE,Creek Fire,,"The Creek Fire started off Rocky Creek Road at Morgan Valley Rd, community of Lower Lake (Lake County) and burned 32 acres. It was contained on June 17, 2018.",2018-06-16T14:04:00Z
31,2018,Shasta,2019-01-04T09:53:00Z,,40.62693,-122.23449,FALSE,Vista Fire,,"The Vista Fire started July, 8, 2018 off Hwy 299 E and Deschutes Rd, Bella Vista (Shasta County) and burned 31 acres. It was contained on July 9, 2018.",2018-07-08T14:41:00Z
30,2018,Santa Clara,2019-01-04T09:02:00Z,,37.33563,-121.75815,FALSE,Quimby Fire,,"The Quimby Fire started on September 23, 2018 off Quimby Rd & Borden Dr, East San Jose (Santa Clara County). The fire was contained on September 24, 2018 and burned 30 acres.",2018-09-23T16:23:00Z
30,2018,Contra Costa,2019-01-04T09:17:00Z,,37.99618,-122.14097,FALSE,Alhambra Fire,,"The Alhambra Fire started August 17, 2018 off Highway 4 and Alhambra Ave, Martinez (Contra Costa County). The fire was contained on August 18, 2018 and burned 30 acres.",2018-08-17T19:19:00Z
30,2018,Alameda,2019-01-04T09:25:00Z,,37.533026,-121.79733,FALSE,Creek Fire,,"The Creek Fire started on August 4, 2018 at Welch Creek Road and Geary Road, southeast of Sunol in Alameda County.",2018-08-04T17:32:00Z
30,2018,Riverside,2019-01-04T09:30:00Z,,33.85852,-117.43521,FALSE,Sobrante Fire,,"The Sobrnate Fire started on July 28, 2018 off El Sobrante Road at McAllister Street, Lake Matthews in Riverside County. The fire burned 30 acres and was contained on July 28, 2018.",2018-07-28T15:38:00Z
30,2018,San Luis Obispo,2019-01-04T09:38:00Z,,35.68539,-120.95157,FALSE,Rock Fire,,"The Rock Fire started on July 21, 2018 off Chimney Rock Rd and Gage Irving Rd, south of Lake Nacimiento (San Luis Obispo County). The fire was contained on July 24, 2018 and burned 30 acres.",2018-07-21T15:50:00Z
30,2018,Sacramento,2019-01-04T09:58:00Z,,38.595865,-121.17693,FALSE,Grant Fire,,"The Grant Fire started on June 29, 20188 off Grant Line Rd and White Rock Rd, southwest of Folsom in Sacramento County. ",2018-06-29T15:46:00Z
30,2018,Fresno,2019-01-03T09:46:00Z,,35.92436,-119.94083,FALSE,Aqueduct Fire,,"The Aqueduct Fire started on April 12, 2018 off 25th Ave & Ultica Ave, south of Kettleman City (Fresno County)and burned 30 acres.",2018-04-12T14:30:00Z
28,2018,San Diego,2019-01-04T09:41:00Z,,32.557566,-116.8663,FALSE,Border Fire,,"The Border Fire started on July 17, 2018 north of the Mexican border and east of the Otay Port of entry in San Diego County. The fire was contained on July 17, 2018, and burned 28 acres. ",2018-07-17T14:05:00Z
27,2018,Siskiyou,2019-01-04T10:24:00Z,,41.791859,-122.513883,FALSE,Ager Fire,,"The Ager fire started on May 19, 2018 off Ager Road, northeast of Montague (Siskiyou County) and burned 27 acres. It was contained on May 19, 2018. ",2018-05-19T13:04:00Z
26,2018,Tulare,2019-01-04T10:24:00Z,,35.826333,-118.9821,FALSE,White Fire,,"The White fire started on May 18, 2018 off Road 272 and Avenue 2, east of Delano (Tulare County) and burned 26 acres. It was contained on May 18, 2018. ",2018-05-18T11:00:00Z
25,2018,Riverside,2019-01-04T09:04:00Z,,33.80406,-116.93188,FALSE,Soboba Fire,,"The Soboba Fire started September 14, 2018 off Soboba Rd. San Jacinto, northeast of San Jacinto City, Soboba (Riverside County).  This fire was contained on September 16, 2018 and burned 25 acres.",2018-09-14T19:32:00Z
25,2018,Contra Costa,2019-01-04T10:05:00Z,,38.015323,-121.998967,FALSE,Willow Fire,,"The Willow Fire started June 16, 2018 off Willow Pass Road at Evora Road, Baypoint (Contra Costa County) and burned 25 acres. It was contained on June 16, 2018.",2018-06-16T15:10:00Z
25,2018,San Luis Obispo,2019-01-04T10:20:00Z,,35.71859,-120.64028,FALSE,Vineyard Fire,,"The Vineyard Fire started May 29 2018 near Estrella Rd and Airport Rd, north of Paso Robles (San Luis Obispo County).",2018-05-29T13:11:00Z
24,2018,Lake,2019-01-04T09:11:00Z,,38.91842,-122.85276,TRUE,Kelsey Fire,,"The Kelsey Fire started on September 3, 2018 off Kelsey Creek Rd & Conklin Ln, Kelseyville (Lake County). It was contained on September 4, 2018 and burned 24 acres.",2018-09-03T13:58:00Z
23,2018,Riverside,2019-01-04T09:15:00Z,,33.946896,-117.066643,FALSE,Land Fire,,"The Land Fire started on August 22, 2018 at Hwy 60 and Jack Rabbit Trail, Beaumont in Riverside County. It was contained on August 22, 2018, and burned 23 acres.",2018-08-22T13:45:00Z
23,2018,Contra Costa,2019-01-04T10:19:00Z,,37.99113,-121.86473,FALSE,Glen Fire,,The Glen Fire started June 2nd 2018 near Glen Canyon Circle and  Chaparral Drive  SE of Pittsburg (Conta Costa County) is 100% contained at 23 acres on June 3 2018,2018-06-02T12:42:00Z
23,2018,Tehama,2019-01-04T10:19:00Z,,40.201826,-122.29388,FALSE,Plymire Fire,,"The Plymire Fire started June 1st near Plymire Rd and Deer Valley Rd, West of Red Bluff (Tehama County) Is 100% contained at 23 acres on June 3 2018",2018-06-01T16:07:00Z
22,2018,Mariposa,2019-01-04T09:24:00Z,,37.69965,-120.0545,FALSE,Wagner Fire,,"The Wagner Fire started on August 4, 2018 at Texas Hill Rd and Bondurant Mine Rd, east of Coulterville in Mariposa County. It burned 22 acres and was contained on August 7, 2018.",2018-08-04T13:57:00Z
21,2018,Riverside,2019-01-03T09:46:00Z,,33.86439,-117.48144,FALSE,Meadow Fire,,"The Meadow Fire started on April 9, 2018 off Tin Mine Rd, north of the Cajalco Expressway (Riverside County) and burned 21 acres.",2018-04-09T18:18:00Z
20,2018,Contra Costa,2019-01-04T08:44:00Z,,37.81111,-121.7944,FALSE,Morgan Fire,,"The Morgan Fire started on November 15, 2018 off Morgan Territory Rd & Storybook Ln, east of San Ramon (Contra Costa County). The fire was contained on November 16, 2018 at 20 acres.",2018-11-15T13:31:00Z
20,2018,Alameda,2019-01-04T08:45:00Z,,37.61158,-121.94182,FALSE,Niles Fire,,"The Niles fire started November 14, 2018 off Palomares Road Niles Canyon Road, northwest of Sunol (Alameda County) and burned 20 acres. It was contained November 18, 2018.  ",2018-11-14T14:56:00Z
20,2018,Santa Clara,2019-01-04T09:33:00Z,,37.07793,-121.600023,FALSE,Church Fire,,"The Church Fire started on July 25, 2018 off Monterey Road and Church Ave, San Martin (Santa Clara County) and burned 20 acres. It was contained on July 27, 2018.",2018-07-25T16:14:00Z
20,2018,Alameda,2019-01-04T10:04:00Z,,37.627119,-121.806775,FALSE,Vallecitos Fire,,"The Vallecitos Fire started June 17, 2018 off Vallecitos Road and Little Valley, south of Livermore (Alameda County) and burned 20 acres. It was contained on June 17, 2018. ",2018-06-17T15:56:00Z
20,2018,Riverside,2019-01-04T10:06:00Z,,33.524412,-116.821724,FALSE,Bridle Fire,,"The Bridle Fire started on June 14, 2018 off Crazy Horse Canyon Drive and Bridle Trail Road, Community of Aguanga (Riverside County) and burned 20 acres. It was contained on June 17, 2018. ",2018-06-14T17:02:00Z
20,2018,Butte,2019-01-04T10:07:00Z,,39.602703,-121.617698,FALSE,70 Fire,,"The 70 fire started on June 14, 2018 off Highway 70 at Table Mountain Road, north of Oroville (Butte County) and burned 20 acres. It was contained on June 14, 2018.  ",2018-06-14T15:18:00Z
20,2018,Los Angeles,2019-01-04T10:07:00Z,,34.110516,-118.427886,FALSE,Portola Fire ,,"The Portola Fire started on June 12, 2018 off Westwanda Drive and Benedict Canyon Drive (Los Angeles County) and burned 20 acres. ",2018-06-12T14:56:00Z
20,2018,Plumas,2019-01-04T10:27:00Z,,39.89075,-120.18499,FALSE,French Fire,,"The French Fire started on April 26, 2018 at Frenchman Lake Rd., south of Frenchman Lake, 7 miles north of Chilcoot in Plumas County.",2018-04-26T15:00:00Z
18,2018,San Diego,2019-01-04T10:26:00Z,,33.40178,-117.27467,FALSE,Jacques Fire,,"The Jacques Fire started on May 9, 2018 at De Luz Rd and Wisecarver fuel break, Camp Pendleton Marine Corps Base in San Diego County.",2018-05-09T22:00:00Z
18,2018,Riverside,2019-01-03T13:10:00Z,,33.88744,-117.16232,FALSE,Lago Fire,,"The Lago fire started April 22, 2018 off Via Del Lago and Alta Calle, Lake Perris, Moreno Valley (Riverside County) and burned 18 acres. It was contained on April 22, 2018.",2018-04-22T13:35:00Z
17,2018,Santa Cruz,2019-01-04T08:50:00Z,,37.0125,-122.046,TRUE,Rincon Fire,,"The Rincon fire started November 3, 2018 off Highway 9 and Rincon Crossing, north of Santa Cruz (Santa Cruz County) and burned 17 acres. It was contained on November 11, 2018. ",2018-11-03T21:28:00Z
17,2018,Amador,2019-01-04T10:05:00Z,,38.265645,-120.892404,FALSE,China Fire,,"The China Fire started off China Gulch Road and Comanche Parkway North, Jackson Valley (Amador County) and burned 17 acres. It was contained on June 19, 2018.  ",2018-06-17T13:58:00Z
17,2018,Riverside,2019-01-04T10:17:00Z,,33.742,-117.28189,FALSE,Ethanac Fire,,"The Ethanac Fire started June 3 2018 near Highway 74 and Ethanac Rd, City of Perris (Riverside County). Is 100 % contained at 17 acres on June 4, 2018",2018-06-03T14:17:00Z
16,2018,Nevada,2019-01-04T09:19:00Z,,39.10494,-121.07039,FALSE,Oak Fire,,"The Oak Fire started on August 12, 2018 off Oak Lane and Buck Mountain Road, Grass Valley and burned 16 acres. It was contained on August 12, 2018.",2018-08-12T14:20:00Z
16,2018,Humboldt,2019-01-04T09:43:00Z,,41.34453,-123.85404,FALSE,Johnson Fire,,"The Johnson Fire started on July 15, 2018 at Highway 169 in Pecwan in Humboldt County. The fire burned 16 acres and was contained on July 16, 2018.",2018-07-15T16:14:00Z
